"id_operacion","id_almacen","fecha_hora","tipo_operacion","recursos_asignados","productos_involucrados","tiempo_ejecucion","estado_operacion","tiempo_estimado","productividad","zona_almacen","volumen"
235,2,"2024-05-21 09:08:00","Picking",2,193,"48.77","Completado","50.13","0.75","Zona B - Almacenaje","20.88"
236,5,"2024-03-03 08:50:00","Inventario",4,5,"61.17","Completado","165.16","1.13","Zona E - Expedición","22.53"
237,3,"2024-08-28 09:44:00","Picking",2,173,"43.24","Completado","17.38","1.30","Zona B - Almacenaje","7.68"
238,5,"2024-03-21 03:32:00","Picking",4,131,"41.84","En_Progreso","122.92","1.17","Zona C - Picking","11.81"
239,5,"2024-02-28 02:18:00","Picking",8,172,"93.71","Completado","177.78","1.26","Zona B - Almacenaje","12.51"
240,3,"2024-03-02 10:41:00","Inventario",5,164,"36.97","Completado","53.79","1.16","Zona C - Picking","10.28"
241,1,"2024-08-03 09:37:00","Packing",3,87,"43.29","Completado","136.83","0.99","Zona E - Expedición","10.79"
242,1,"2024-06-25 11:06:00","Packing",3,112,"161.77","Completado","25.57","1.25","Zona C - Picking","14.83"
243,1,"2024-09-16 13:59:00","Recepción",3,119,"87.33","Completado","73.99","1.03","Zona C - Picking","3.20"
244,4,"2024-05-09 01:16:00","Recepción",3,140,"31.96","En_Progreso","16.27","0.69","Zona A - Recepción","11.11"
245,5,"2024-01-20 05:35:00","Picking",8,67,"28.00","Completado","71.21","1.24","Zona C - Picking","3.99"
246,4,"2024-06-19 04:58:00","Inventario",1,187,"89.86","Completado","18.77","1.35","Zona E - Expedición","23.04"
247,3,"2024-06-17 08:32:00","Recepción",2,137,"144.82","Completado","83.81","0.91","Zona E - Expedición","22.50"
248,3,"2024-06-25 06:11:00","Packing",7,97,"45.67","Completado","74.49","1.03","Zona D - Packing","10.39"
249,1,"2024-02-26 02:20:00","Recepción",5,110,"98.43","Completado","22.39","1.02","Zona B - Almacenaje","21.20"
250,4,"2024-06-26 07:01:00","Recepción",4,139,"44.82","Completado","56.27","1.30","Zona B - Almacenaje","18.47"
251,4,"2024-08-19 06:49:00","Picking",3,102,"124.88","Completado","24.51","1.01","Zona D - Packing","7.87"
252,2,"2024-09-24 11:29:00","Picking",7,19,"22.86","Completado","59.79","1.18","Zona B - Almacenaje","4.29"
253,5,"2024-07-07 13:15:00","Picking",5,9,"24.67","En_Progreso","30.88","0.86","Zona B - Almacenaje","19.76"
254,1,"2024-04-28 06:44:00","Recepción",1,172,"28.55","Completado","18.64","1.35","Zona B - Almacenaje","8.33"
255,4,"2024-05-06 10:57:00","Inventario",6,137,"33.19","Completado","65.92","1.32","Zona B - Almacenaje","5.74"
256,3,"2024-03-28 06:07:00","Inventario",5,141,"46.61","Completado","67.47","1.16","Zona A - Recepción","13.13"
257,5,"2024-10-01 02:18:00","Packing",1,155,"10.54","Completado","20.18","0.75","Zona E - Expedición","15.29"
258,1,"2024-06-02 12:08:00","Packing",8,48,"82.77","Completado","34.50","0.83","Zona A - Recepción","14.66"
259,3,"2024-01-28 12:16:00","Inventario",7,87,"38.87","Completado","82.27","0.67","Zona D - Packing","9.37"
260,1,"2024-09-29 11:50:00","Inventario",7,111,"19.13","Completado","14.96","1.11","Zona C - Picking","20.67"
261,5,"2024-01-21 01:19:00","Recepción",5,30,"106.51","Completado","59.30","0.89","Zona B - Almacenaje","3.65"
262,3,"2024-04-16 03:21:00","Picking",4,98,"12.91","En_Progreso","31.17","1.08","Zona D - Packing","3.56"
263,2,"2024-01-15 07:33:00","Inventario",7,38,"57.06","Completado","124.62","0.79","Zona C - Picking","18.35"
264,3,"2024-05-02 10:01:00","Recepción",1,21,"132.68","Completado","66.05","1.19","Zona E - Expedición","14.37"
265,1,"2024-06-20 12:15:00","Packing",7,167,"52.11","Completado","67.54","0.83","Zona D - Packing","3.31"
266,4,"2024-02-11 05:53:00","Picking",5,165,"96.64","Completado","24.71","1.08","Zona D - Packing","1.21"
267,2,"2024-08-22 06:28:00","Recepción",1,120,"43.01","Completado","32.32","0.94","Zona A - Recepción","20.39"
268,5,"2024-03-10 03:54:00","Inventario",3,88,"53.69","Completado","55.33","1.36","Zona B - Almacenaje","16.11"
269,4,"2024-09-14 09:09:00","Inventario",1,16,"23.39","Completado","59.76","0.97","Zona E - Expedición","6.18"
270,1,"2024-07-16 05:54:00","Packing",5,168,"12.18","Completado","38.09","1.10","Zona B - Almacenaje","10.78"
271,2,"2024-05-07 08:05:00","Recepción",8,138,"62.02","Completado","150.66","1.32","Zona B - Almacenaje","15.43"
272,2,"2024-08-22 09:30:00","Packing",6,45,"17.57","Completado","45.34","0.62","Zona C - Picking","5.85"
273,2,"2024-06-22 13:54:00","Packing",3,101,"38.25","Completado","48.64","0.69","Zona B - Almacenaje","15.40"
274,4,"2024-08-15 07:10:00","Recepción",5,25,"16.54","Completado","122.33","1.30","Zona B - Almacenaje","11.60"
275,2,"2024-03-16 10:37:00","Picking",3,155,"29.78","Completado","10.75","1.26","Zona C - Picking","5.97"
276,1,"2024-04-11 02:08:00","Inventario",7,181,"89.71","Completado","34.20","1.36","Zona C - Picking","16.70"
277,3,"2024-05-19 03:28:00","Picking",7,101,"19.78","Completado","13.64","1.00","Zona E - Expedición","0.71"
278,5,"2024-03-22 00:15:00","Picking",1,110,"26.36","En_Progreso","74.42","1.33","Zona A - Recepción","1.58"
279,4,"2024-05-09 10:40:00","Packing",8,96,"58.73","Completado","134.95","0.87","Zona C - Picking","11.80"
280,4,"2024-07-13 09:03:00","Packing",5,54,"128.81","Completado","25.71","0.68","Zona C - Picking","10.86"
281,5,"2024-08-26 12:26:00","Inventario",4,148,"58.75","Completado","28.96","1.25","Zona C - Picking","21.15"
282,4,"2024-04-12 12:08:00","Packing",2,195,"79.38","En_Progreso","16.71","0.91","Zona D - Packing","8.50"
283,3,"2024-09-18 02:10:00","Packing",8,112,"185.98","Completado","74.45","1.22","Zona C - Picking","21.14"
284,1,"2024-08-22 04:39:00","Recepción",8,57,"100.35","Completado","32.95","0.85","Zona D - Packing","23.43"
285,3,"2024-06-19 13:54:00","Packing",2,19,"57.66","Completado","172.20","1.35","Zona C - Picking","14.81"
286,4,"2024-05-16 01:23:00","Packing",4,112,"201.52","Completado","15.24","1.34","Zona A - Recepción","9.51"
287,2,"2024-03-03 05:21:00","Picking",8,14,"28.92","Completado","145.93","1.10","Zona C - Picking","8.46"
288,5,"2024-02-19 12:31:00","Packing",6,51,"27.99","Completado","59.49","0.75","Zona C - Picking","21.01"
289,2,"2024-04-03 01:02:00","Picking",5,127,"178.47","Completado","30.57","0.95","Zona E - Expedición","1.30"
290,4,"2024-03-20 00:23:00","Packing",1,16,"86.20","Completado","16.06","1.13","Zona C - Picking","7.90"
291,3,"2024-08-05 11:54:00","Packing",8,150,"70.78","Completado","26.51","0.85","Zona D - Packing","0.73"
292,1,"2024-04-29 04:13:00","Picking",7,81,"39.05","Completado","155.05","0.95","Zona A - Recepción","11.59"
293,1,"2024-07-04 05:29:00","Picking",5,104,"37.13","En_Progreso","50.26","1.25","Zona B - Almacenaje","6.64"
294,3,"2024-07-20 01:02:00","Packing",5,61,"22.58","En_Progreso","71.26","1.13","Zona C - Picking","16.92"
295,5,"2024-07-03 00:41:00","Packing",4,190,"36.24","Completado","91.71","0.89","Zona A - Recepción","14.79"
296,4,"2024-09-06 07:14:00","Packing",7,106,"65.71","Completado","62.62","1.17","Zona D - Packing","13.36"
297,1,"2024-03-03 04:05:00","Inventario",3,179,"177.62","Completado","133.19","0.73","Zona B - Almacenaje","22.51"
298,4,"2024-01-24 00:58:00","Picking",7,41,"26.79","Completado","93.70","0.89","Zona A - Recepción","6.73"
299,4,"2024-10-05 07:16:00","Packing",7,38,"29.80","Completado","27.84","0.75","Zona A - Recepción","24.91"
300,3,"2024-08-31 09:40:00","Recepción",5,153,"64.76","Completado","133.44","1.29","Zona B - Almacenaje","6.49"
301,4,"2024-01-28 10:44:00","Recepción",1,179,"52.69","Completado","55.21","1.07","Zona D - Packing","18.48"
302,3,"2024-07-29 09:56:00","Picking",1,96,"72.08","Completado","98.35","0.72","Zona D - Packing","18.93"
303,2,"2024-04-05 10:30:00","Recepción",4,122,"183.80","Completado","127.85","1.10","Zona E - Expedición","1.54"
304,2,"2024-10-03 07:18:00","Packing",1,99,"23.79","Completado","33.24","1.17","Zona D - Packing","4.21"
305,1,"2024-03-02 10:33:00","Packing",8,187,"46.84","Completado","12.95","0.72","Zona A - Recepción","9.67"
306,4,"2024-03-19 09:00:00","Packing",5,101,"58.91","Completado","40.78","0.89","Zona D - Packing","7.07"
307,4,"2024-08-28 01:24:00","Picking",6,17,"21.37","Completado","47.99","0.96","Zona C - Picking","10.46"
308,3,"2024-03-07 00:24:00","Picking",7,55,"38.59","Completado","156.15","1.17","Zona E - Expedición","11.08"
309,5,"2024-04-02 05:27:00","Picking",4,171,"33.16","Completado","26.46","0.71","Zona C - Picking","3.81"
310,3,"2024-05-17 09:25:00","Packing",7,27,"38.17","Completado","30.63","0.95","Zona C - Picking","22.72"
311,4,"2024-08-30 08:30:00","Recepción",5,40,"191.81","Completado","156.53","0.84","Zona A - Recepción","17.75"
312,4,"2024-09-08 05:49:00","Picking",6,100,"66.39","Completado","22.07","1.24","Zona D - Packing","2.49"
313,5,"2024-03-18 05:04:00","Recepción",7,68,"110.85","Completado","64.99","0.99","Zona B - Almacenaje","9.38"
314,2,"2024-04-04 03:53:00","Picking",2,167,"75.58","En_Progreso","147.39","1.16","Zona A - Recepción","0.69"
315,5,"2024-05-23 13:18:00","Picking",2,124,"10.96","Completado","37.95","1.03","Zona E - Expedición","19.72"
316,1,"2024-05-12 12:10:00","Picking",3,142,"160.41","Completado","80.30","0.82","Zona E - Expedición","23.01"
317,2,"2024-09-25 09:40:00","Inventario",7,64,"15.52","Completado","73.72","0.83","Zona B - Almacenaje","8.55"
318,5,"2024-02-03 12:55:00","Picking",4,168,"17.21","Completado","75.98","1.15","Zona A - Recepción","12.19"
319,2,"2024-08-29 01:04:00","Recepción",4,127,"61.65","Completado","35.87","1.05","Zona E - Expedición","20.06"
320,5,"2024-09-17 12:32:00","Picking",6,144,"64.19","Completado","80.92","1.07","Zona C - Picking","2.68"
321,3,"2024-03-09 13:07:00","Recepción",1,121,"40.29","Completado","38.84","1.16","Zona E - Expedición","1.41"
322,4,"2024-04-14 09:57:00","Inventario",4,14,"20.61","Completado","26.72","0.73","Zona A - Recepción","23.36"
323,5,"2024-07-30 12:52:00","Recepción",7,58,"63.03","Completado","97.27","1.14","Zona C - Picking","20.31"
324,3,"2024-09-25 06:09:00","Packing",5,44,"133.88","Completado","165.02","0.84","Zona E - Expedición","8.74"
325,5,"2024-09-24 02:33:00","Inventario",1,160,"20.88","Completado","81.56","0.73","Zona A - Recepción","23.07"
326,5,"2024-09-01 11:15:00","Packing",5,80,"143.97","En_Progreso","37.59","0.87","Zona D - Packing","7.85"
327,1,"2024-10-03 11:49:00","Recepción",7,107,"30.21","Completado","67.87","0.89","Zona E - Expedición","11.50"
328,4,"2024-01-28 12:23:00","Inventario",6,121,"61.08","Completado","45.24","0.65","Zona B - Almacenaje","16.64"
329,1,"2024-07-30 12:22:00","Recepción",6,28,"9.33","Completado","84.80","1.22","Zona E - Expedición","18.80"
330,4,"2024-05-13 04:47:00","Recepción",7,12,"82.22","En_Progreso","164.69","0.80","Zona B - Almacenaje","22.25"
331,2,"2024-03-23 01:51:00","Picking",5,128,"49.99","Completado","109.51","0.93","Zona C - Picking","20.40"
332,2,"2024-07-25 00:23:00","Recepción",4,63,"8.24","Completado","144.09","1.16","Zona B - Almacenaje","19.09"
333,5,"2024-02-27 13:50:00","Recepción",8,52,"206.74","En_Progreso","33.92","0.86","Zona E - Expedición","0.56"
334,1,"2024-05-11 07:04:00","Packing",7,183,"40.15","Completado","81.76","0.77","Zona C - Picking","5.53"
335,5,"2024-02-15 10:57:00","Inventario",8,97,"90.28","Completado","43.40","1.38","Zona A - Recepción","6.15"
336,5,"2024-06-20 10:45:00","Recepción",5,133,"123.62","Completado","38.46","1.30","Zona D - Packing","7.03"
337,3,"2024-05-02 04:13:00","Picking",3,103,"55.62","Completado","59.70","1.39","Zona B - Almacenaje","24.49"
338,2,"2024-03-04 01:48:00","Picking",2,92,"45.13","Completado","62.79","1.03","Zona A - Recepción","13.79"
339,4,"2024-07-08 12:13:00","Recepción",8,14,"61.26","Completado","22.03","1.03","Zona D - Packing","19.94"
340,2,"2024-07-10 03:48:00","Picking",2,8,"30.86","Completado","17.82","0.89","Zona D - Packing","16.02"
341,4,"2024-05-11 09:04:00","Recepción",5,190,"18.64","Completado","100.56","1.14","Zona C - Picking","19.74"
342,4,"2024-01-10 04:43:00","Packing",5,36,"24.78","Completado","32.16","1.03","Zona D - Packing","1.48"
343,5,"2024-04-12 08:45:00","Recepción",2,6,"22.14","Completado","129.64","1.09","Zona A - Recepción","17.81"
344,4,"2024-04-25 04:35:00","Packing",5,76,"34.53","Completado","31.99","0.71","Zona A - Recepción","10.57"
345,5,"2024-07-30 13:35:00","Recepción",5,196,"15.59","Completado","31.89","1.19","Zona E - Expedición","1.06"
346,2,"2024-01-17 04:02:00","Inventario",7,141,"12.22","Completado","34.79","1.10","Zona B - Almacenaje","3.43"
347,5,"2024-04-09 09:40:00","Recepción",8,97,"20.95","Completado","81.18","1.40","Zona B - Almacenaje","14.29"
348,4,"2024-04-22 04:38:00","Inventario",6,76,"78.64","Completado","31.24","1.13","Zona A - Recepción","3.61"
349,3,"2024-07-28 00:05:00","Inventario",6,143,"88.23","Completado","15.07","1.39","Zona C - Picking","23.64"
350,5,"2024-03-28 12:07:00","Inventario",7,99,"52.55","Completado","116.78","1.21","Zona A - Recepción","18.14"
351,2,"2024-07-03 12:51:00","Inventario",8,163,"29.58","Completado","103.85","0.80","Zona D - Packing","12.80"
352,4,"2024-07-13 08:07:00","Inventario",3,138,"35.91","Completado","144.79","0.75","Zona C - Picking","3.00"
353,4,"2024-05-20 00:34:00","Inventario",5,85,"30.26","Completado","28.17","1.32","Zona C - Picking","13.81"
354,4,"2024-09-28 03:33:00","Packing",3,132,"16.00","Completado","140.40","0.86","Zona B - Almacenaje","24.18"
355,4,"2024-10-05 09:00:00","Picking",5,40,"53.93","Completado","17.92","1.13","Zona D - Packing","6.23"
356,1,"2024-04-25 02:31:00","Inventario",3,55,"74.20","En_Progreso","20.31","0.99","Zona C - Picking","11.74"
357,2,"2024-08-29 06:34:00","Inventario",4,93,"34.49","Completado","43.10","0.60","Zona D - Packing","14.41"
358,2,"2024-04-01 10:54:00","Recepción",6,113,"36.33","Completado","146.30","0.70","Zona D - Packing","7.48"
359,1,"2024-02-03 10:03:00","Packing",5,129,"28.46","Completado","131.79","1.29","Zona C - Picking","3.77"
360,4,"2024-01-25 09:44:00","Picking",1,146,"93.25","En_Progreso","19.91","0.70","Zona D - Packing","21.60"
361,4,"2024-05-20 00:41:00","Packing",6,168,"175.43","Completado","12.93","0.72","Zona A - Recepción","3.98"
362,1,"2024-03-10 01:20:00","Picking",1,69,"88.67","Completado","59.46","0.72","Zona C - Picking","2.02"
363,1,"2024-02-09 00:19:00","Picking",7,139,"35.73","Completado","67.71","0.67","Zona E - Expedición","7.18"
364,1,"2024-04-05 09:53:00","Inventario",2,178,"49.36","Completado","35.43","1.26","Zona C - Picking","10.57"
365,3,"2024-05-19 03:16:00","Inventario",4,156,"135.76","Completado","84.49","1.09","Zona B - Almacenaje","21.33"
366,5,"2024-07-27 12:36:00","Inventario",5,91,"203.15","En_Progreso","108.96","0.89","Zona C - Picking","0.88"
367,2,"2024-03-06 01:09:00","Recepción",6,29,"29.43","Completado","17.25","1.34","Zona B - Almacenaje","4.91"
368,5,"2024-09-30 03:07:00","Inventario",4,131,"24.46","Completado","19.81","1.08","Zona B - Almacenaje","9.49"
369,3,"2024-06-02 09:42:00","Inventario",4,72,"59.45","Completado","170.06","1.39","Zona C - Picking","14.78"
370,2,"2024-07-28 09:28:00","Recepción",3,182,"24.51","Completado","15.64","1.38","Zona C - Picking","11.37"
371,5,"2024-06-18 03:02:00","Picking",8,107,"55.67","Completado","108.57","1.37","Zona B - Almacenaje","2.11"
372,1,"2024-05-08 12:21:00","Recepción",2,73,"34.40","Completado","41.89","1.29","Zona C - Picking","20.15"
373,3,"2024-03-03 12:11:00","Picking",5,184,"57.53","Completado","74.19","1.29","Zona A - Recepción","16.80"
374,4,"2024-04-21 12:38:00","Inventario",1,62,"77.85","Completado","65.60","0.86","Zona B - Almacenaje","19.61"
375,3,"2024-01-20 03:26:00","Inventario",4,75,"34.00","Completado","22.75","1.34","Zona B - Almacenaje","20.00"
376,4,"2024-06-15 08:19:00","Packing",2,188,"46.97","Completado","25.08","0.90","Zona A - Recepción","12.32"
377,1,"2024-08-15 11:14:00","Packing",4,64,"26.57","Completado","68.46","0.82","Zona A - Recepción","1.53"
378,3,"2024-06-04 07:10:00","Packing",7,155,"151.71","Completado","132.07","1.34","Zona D - Packing","22.07"
379,3,"2024-03-16 03:45:00","Picking",6,160,"47.91","Completado","16.57","1.15","Zona B - Almacenaje","14.28"
380,2,"2024-05-23 13:43:00","Recepción",2,140,"172.15","Completado","80.06","0.90","Zona D - Packing","8.89"
381,5,"2024-07-15 12:49:00","Recepción",6,74,"55.88","Completado","26.32","0.85","Zona E - Expedición","14.61"
382,3,"2024-02-02 04:46:00","Packing",8,131,"13.17","Completado","113.70","1.09","Zona B - Almacenaje","19.02"
383,2,"2024-09-01 02:02:00","Recepción",8,155,"192.00","Completado","34.95","0.63","Zona B - Almacenaje","2.56"
384,3,"2024-04-13 04:50:00","Packing",1,47,"16.71","Completado","25.13","0.70","Zona D - Packing","7.95"
385,3,"2024-08-31 12:37:00","Packing",2,175,"24.29","Completado","34.70","1.05","Zona A - Recepción","20.31"
386,4,"2024-07-10 07:01:00","Inventario",6,182,"21.35","Completado","151.99","1.14","Zona B - Almacenaje","4.89"
387,1,"2024-02-06 01:04:00","Packing",7,52,"13.55","En_Progreso","132.59","0.75","Zona A - Recepción","6.56"
388,2,"2024-05-06 13:45:00","Recepción",2,71,"96.08","Completado","53.35","1.26","Zona C - Picking","8.82"
389,2,"2024-06-01 02:43:00","Recepción",4,100,"52.54","Completado","65.97","0.91","Zona B - Almacenaje","24.62"
390,1,"2024-07-25 09:17:00","Recepción",7,34,"72.57","Completado","107.40","0.86","Zona A - Recepción","12.49"
391,5,"2024-02-06 07:27:00","Recepción",4,81,"85.34","Completado","41.63","1.27","Zona B - Almacenaje","9.87"
392,1,"2024-04-26 05:04:00","Picking",4,27,"225.32","Completado","34.78","1.37","Zona A - Recepción","9.00"
393,4,"2024-01-07 06:19:00","Inventario",1,52,"113.90","Completado","36.61","1.08","Zona B - Almacenaje","13.06"
394,5,"2024-06-27 00:50:00","Packing",3,190,"113.67","Completado","19.52","0.81","Zona E - Expedición","6.14"
395,2,"2024-01-23 06:45:00","Inventario",1,111,"103.49","Completado","129.43","0.77","Zona E - Expedición","21.39"
396,3,"2024-03-01 04:39:00","Inventario",1,60,"68.82","Completado","53.74","1.17","Zona D - Packing","15.29"
397,3,"2024-03-14 12:22:00","Recepción",8,46,"19.81","Completado","119.88","0.92","Zona C - Picking","5.17"
398,1,"2024-01-06 10:47:00","Picking",1,40,"30.37","Completado","27.98","0.84","Zona D - Packing","14.31"
399,4,"2024-05-01 04:38:00","Picking",3,166,"112.34","Completado","62.68","1.10","Zona C - Picking","20.52"
400,4,"2024-05-09 08:20:00","Picking",8,146,"18.78","Completado","32.34","1.30","Zona A - Recepción","4.69"
401,4,"2024-07-11 03:12:00","Inventario",5,64,"51.28","Completado","48.14","0.95","Zona A - Recepción","3.70"
402,5,"2024-08-16 13:02:00","Recepción",8,35,"184.71","Completado","50.33","1.25","Zona E - Expedición","15.77"
403,3,"2024-06-22 08:23:00","Packing",2,42,"174.46","En_Progreso","51.56","1.16","Zona D - Packing","18.48"
404,4,"2024-05-15 08:40:00","Picking",3,65,"148.36","En_Progreso","72.33","0.85","Zona E - Expedición","4.01"
405,1,"2024-07-27 09:40:00","Packing",2,118,"71.71","Completado","19.85","1.17","Zona B - Almacenaje","7.64"
406,1,"2024-02-20 00:23:00","Inventario",4,72,"9.11","Completado","72.35","0.76","Zona C - Picking","14.60"
407,3,"2024-04-20 04:58:00","Picking",8,31,"57.11","Completado","177.07","0.98","Zona A - Recepción","18.64"
408,2,"2024-05-11 06:16:00","Inventario",5,130,"27.15","Completado","28.60","1.30","Zona A - Recepción","17.93"
409,2,"2024-04-15 04:03:00","Picking",2,162,"79.02","Completado","15.47","1.00","Zona B - Almacenaje","5.30"
